0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
0.0,0.0,0.0,0.0,1695226937008.1934,0
